latitude[deg],longitude[deg],elevation[m],cumulativedistance[km]
51.48792,4.32608,14.0,0.0
51.48782,4.32621,14.0,0.014328930927781867
51.4876,4.32647,16.0,0.04481258846812426
51.48759,4.32647,16.0,0.045925167231334496
51.48753,4.32638,16.0,0.055070738744902044
51.48735,4.32618,17.0,0.0794642603850608
51.48676,4.32606,18.0,0.14564106148172368
51.48672,4.32587,18.0,0.1595687675792786
51.48656,4.3259,18.0,0.1774915828937969
51.48627,4.32595,18.0,0.20994275737229218
51.4861,4.32597,18.0,0.22890754914550152
51.48488,4.32621,17.0,0.3656657435342806
51.48356,4.32647,16.0,0.5136358336184002
51.48317,4.32655,16.0,0.5573808026500852
51.48296,4.32671,17.0,0.5832732320237768
51.4822,4.32739,17.0,0.6801293250870576
51.48172,4.32796,17.0,0.7466114103929213
51.48149,4.32826,17.0,0.7796135641710878
51.4812,4.32862,16.0,0.8204480723478623
51.48097,4.32894,15.0,0.8543596311205087
51.48039,4.32977,15.0,0.9408971637983332
51.48002,4.33032,16.0,0.9970710750646249
51.47963,4.32985,15.0,1.0513836777520542
51.47843,4.32843,15.0,1.2173858993408677
51.47867,4.32789,14.0,1.2634446219999882
51.47781,4.32689,13.0,1.381692513819425
51.47663,4.32559,12.0,1.5410468318746302
51.47616,4.32642,15.0,1.6189484960267073
51.4765,4.3269,16.0,1.669387264757182
51.47562,4.32818,17.0,1.801657410316853
51.47559,4.3283,17.0,1.8106380310161585
51.47542,4.32884,16.0,1.852665851893245
51.4754,4.32889,16.0,1.8567912979249712
51.47518,4.32916,16.0,1.8876297906710808
51.47479,4.32967,16.0,1.9436504260656802
51.47425,4.33051,17.0,2.0274162088030456
51.47345,4.33161,18.0,2.144737992932876
51.47332,4.33179,18.0,2.163858867886252
51.47312,4.33207,17.0,2.193432830825426
51.47261,4.33112,16.0,2.280482341985327
51.47234,4.33159,15.0,2.324865215817699
51.47196,4.33213,15.0,2.3813915846338802
